date,open,high,low,close,volume
2012.03.30,1.33003,1.33751,1.3293,1.3341,68085
2012.04.02,1.336,1.3379,1.3277,1.33186,65332
2012.04.03,1.33185,1.33661,1.32121,1.32318,72257
2012.04.04,1.32317,1.32377,1.31058,1.31409,78345
2012.04.05,1.3141,1.31629,1.30339,1.30641,64337
2012.04.06,1.3064,1.31109,1.3051,1.30945,30677
2012.04.09,1.31014,1.31324,1.30322,1.31042,36934
2012.04.10,1.31041,1.31429,1.30529,1.30805,76704
2012.04.11,1.3081,1.31555,1.30651,1.31081,72901
2012.04.12,1.31082,1.32113,1.31008,1.31858,72334
2012.04.13,1.31859,1.31989,1.30682,1.30762,64734
2012.04.16,1.30646,1.31464,1.29935,1.31406,78810
2012.04.17,1.31405,1.31712,1.30891,1.31256,65875
2012.04.18,1.31257,1.31396,1.30565,1.31214,68903
2012.04.19,1.31215,1.31641,1.30682,1.3136,72670
2012.04.20,1.31361,1.32256,1.31274,1.32173,61357
2012.04.23,1.31828,1.32089,1.31032,1.31554,60613
2012.04.24,1.31552,1.32167,1.31438,1.31949,58929
2012.04.25,1.3195,1.3235,1.31723,1.32153,62355
2012.04.26,1.32154,1.32615,1.3197,1.32152,54249
2012.04.27,1.32153,1.32687,1.3156,1.32518,65822
2012.04.30,1.32354,1.32653,1.32068,1.32374,47131
2012.05.01,1.32375,1.32822,1.32032,1.32356,33726
2012.05.02,1.32354,1.32398,1.3121,1.3157,51432
2012.05.03,1.31569,1.31788,1.30942,1.31512,44987
2012.05.04,1.31513,1.3177,1.30791,1.30822,45107
2012.05.07,1.30116,1.30631,1.29539,1.30491,67931
2012.05.08,1.30493,1.3064,1.29813,1.30052,65781
2012.05.09,1.30051,1.30063,1.29102,1.29285,76623
2012.05.10,1.29284,1.29773,1.29233,1.29343,60313
2012.05.11,1.29344,1.29561,1.29037,1.29157,60203
2012.05.14,1.29005,1.2903,1.28201,1.28224,66680
2012.05.15,1.28225,1.28676,1.27206,1.27279,63311
2012.05.16,1.27278,1.27575,1.268,1.27148,73430
2012.05.17,1.27147,1.27478,1.26656,1.26967,70553
2012.05.18,1.26968,1.27927,1.26409,1.27765,77107
2012.05.21,1.27635,1.28229,1.27239,1.28158,68549
2012.05.22,1.28157,1.28172,1.26567,1.2682,67392
2012.05.23,1.26818,1.2687,1.25441,1.25803,86246
2012.05.24,1.25802,1.26184,1.25144,1.25315,83669
2012.05.25,1.25313,1.26013,1.24951,1.25159,66765
2012.05.28,1.25721,1.2623,1.25237,1.25402,49034
2012.05.29,1.25399,1.25731,1.24599,1.25013,70462
2012.05.30,1.25012,1.25041,1.23603,1.2365,76656
2012.05.31,1.23651,1.2427,1.23351,1.23634,72237
2012.06.01,1.23635,1.24571,1.22871,1.24332,84431
2012.06.04,1.2416,1.25083,1.23847,1.2498,69873
2012.06.05,1.24981,1.2541,1.24089,1.24509,70924
2012.06.06,1.24513,1.2584,1.24397,1.25799,80157
2012.06.07,1.258,1.26239,1.25388,1.25601,78078
2012.06.08,1.25603,1.25735,1.24341,1.25156,76813
2012.06.11,1.26388,1.2667,1.24794,1.24808,82072
2012.06.12,1.24807,1.25275,1.24412,1.2502,82257
2012.06.13,1.25019,1.26089,1.24725,1.25553,79750
2012.06.14,1.25554,1.26347,1.25409,1.26314,78098
2012.06.15,1.26316,1.26634,1.25907,1.26376,67313
2012.06.18,1.26957,1.27461,1.25559,1.25745,86074
2012.06.19,1.25747,1.27291,1.25675,1.2684,77239
2012.06.20,1.26841,1.27415,1.26365,1.27048,78262
2012.06.21,1.27044,1.27062,1.25304,1.25385,83406
2012.06.22,1.25384,1.2582,1.25182,1.25689,67447
2012.06.25,1.25482,1.2557,1.24699,1.25026,56327
2012.06.26,1.25024,1.2529,1.24405,1.24901,67365
2012.06.27,1.24902,1.25068,1.24442,1.2467,57874
2012.06.28,1.24669,1.25229,1.24061,1.24419,68780
2012.06.29,1.2442,1.26913,1.24315,1.26646,86128
2012.07.01,1.26646,1.26646,1.26646,1.26646,1
2012.07.02,1.26767,1.26794,1.25669,1.25738,64891
2012.07.03,1.25737,1.26257,1.25579,1.26062,53699
2012.07.04,1.26061,1.26066,1.25069,1.25269,43485
2012.07.05,1.2527,1.25373,1.23627,1.239,66753
2012.07.06,1.23899,1.24,1.22588,1.22869,63720
2012.07.09,1.22629,1.23229,1.22548,1.23114,56044
2012.07.10,1.23113,1.23324,1.22341,1.22484,56814
2012.07.11,1.22489,1.22953,1.22118,1.22375,55947
2012.07.12,1.22376,1.22467,1.21662,1.22023,55569
2012.07.13,1.22012,1.22551,1.21611,1.2248,52604
2012.07.16,1.22664,1.22882,1.21742,1.22706,47716
2012.07.17,1.22711,1.23153,1.21877,1.22929,58191
2012.07.18,1.22931,1.23046,1.22155,1.22818,55764
2012.07.19,1.22819,1.23224,1.22279,1.22788,60177
2012.07.20,1.22789,1.22815,1.21436,1.21552,55366
2012.07.23,1.21195,1.21432,1.2066,1.21155,66891
2012.07.24,1.21154,1.21366,1.20408,1.20586,67420
2012.07.25,1.20591,1.21691,1.20522,1.21565,69312
2012.07.26,1.21566,1.23279,1.21162,1.22816,68461
2012.07.27,1.22814,1.23883,1.22404,1.23203,75139
2012.07.30,1.22959,1.2309,1.2224,1.22588,57332
2012.07.31,1.22589,1.23285,1.22476,1.23024,58517
2012.08.01,1.23023,1.2335,1.22169,1.22244,52160
2012.08.02,1.22243,1.24029,1.21325,1.21793,68904
2012.08.03,1.21794,1.23909,1.21653,1.23858,63916
2012.08.06,1.2396,1.24419,1.23404,1.23991,56124
2012.08.07,1.2399,1.24403,1.23747,1.23976,51907
2012.08.08,1.23975,1.24002,1.23255,1.23639,49780
2012.08.09,1.23636,1.23858,1.22657,1.23039,52700
2012.08.10,1.23046,1.23152,1.22401,1.22875,47799
2012.08.13,1.22894,1.2372,1.22596,1.2331,44947
2012.08.14,1.23309,1.23842,1.23157,1.23205,50085
2012.08.15,1.23206,1.23421,1.22628,1.22882,40321
2012.08.16,1.22883,1.23713,1.22546,1.23543,45673
2012.08.17,1.23546,1.23807,1.22877,1.23325,43983
2012.08.20,1.23504,1.23674,1.22939,1.23442,45260
2012.08.21,1.23441,1.24861,1.2341,1.24709,53278
2012.08.22,1.24708,1.25366,1.24299,1.25274,56655
2012.08.23,1.25275,1.2588,1.25222,1.25626,58185
2012.08.24,1.25627,1.25669,1.24804,1.25115,50228
2012.08.27,1.25116,1.25342,1.24887,1.24974,37449
2012.08.28,1.24975,1.25752,1.2464,1.25631,50783
2012.08.29,1.2563,1.25719,1.25174,1.25284,41840
2012.08.30,1.25282,1.25622,1.2486,1.25049,45736
2012.08.31,1.25047,1.26361,1.24925,1.25778,60965
2012.09.03,1.257,1.26096,1.25589,1.25911,36045
2012.09.04,1.25912,1.26264,1.25545,1.25647,49588
2012.09.05,1.25652,1.26229,1.25003,1.2599,56699
2012.09.06,1.25995,1.26501,1.256,1.26296,61035
2012.09.07,1.26299,1.28159,1.2625,1.28149,61622
2012.09.10,1.28084,1.28111,1.27545,1.27569,49555
2012.09.11,1.2757,1.28697,1.27535,1.28535,58149
2012.09.12,1.28534,1.2935,1.28147,1.28982,66779
2012.09.13,1.28983,1.30002,1.28556,1.29896,65306
2012.09.14,1.29892,1.31673,1.29788,1.31286,68518
2012.09.17,1.31192,1.31705,1.30821,1.31157,58138
2012.09.18,1.31156,1.31195,1.3028,1.30464,61314
2012.09.19,1.30463,1.30835,1.29919,1.30469,57686
2012.09.20,1.3047,1.30575,1.2918,1.29669,66134
2012.09.21,1.29671,1.30465,1.29544,1.29782,62939
2012.09.24,1.29749,1.29888,1.28899,1.29292,48734
2012.09.25,1.29293,1.29693,1.28851,1.28994,53417
2012.09.26,1.2899,1.29114,1.2834,1.28712,51623
2012.09.27,1.28713,1.29267,1.28275,1.29117,56813
2012.09.28,1.29118,1.29582,1.28372,1.28566,59553
2012.10.01,1.2846,1.29371,1.28023,1.28865,56521
2012.10.02,1.28866,1.29663,1.28789,1.29182,50528
2012.10.03,1.29181,1.29356,1.2876,1.29039,50494
2012.10.04,1.29038,1.303,1.29006,1.30161,58342
2012.10.05,1.3016,1.307,1.29927,1.30331,49624
2012.10.07,1.30251,1.30261,1.30224,1.30241,109
2012.10.08,1.3024,1.30247,1.29364,1.29666,39717
2012.10.09,1.29665,1.29893,1.28576,1.28837,51115
2012.10.10,1.28836,1.29116,1.2834,1.28731,48320
2012.10.11,1.28732,1.29501,1.28242,1.29262,46917
2012.10.12,1.29264,1.29902,1.29211,1.29515,38145
2012.10.14,1.29454,1.29531,1.29451,1.2953,57
2012.10.15,1.29531,1.29773,1.28894,1.29471,43034
2012.10.16,1.2947,1.30593,1.29416,1.30522,44785
2012.10.17,1.30524,1.3138,1.30518,1.31175,50153
2012.10.18,1.31174,1.31272,1.30544,1.30653,46863
2012.10.19,1.30654,1.30756,1.30117,1.30223,44389
2012.10.21,1.30198,1.30259,1.30176,1.302,48
2012.10.22,1.30201,1.30819,1.30146,1.3058,37651
2012.10.23,1.30579,1.3074,1.29507,1.29846,45852
2012.10.24,1.29845,1.29953,1.29191,1.29718,50667
2012.10.25,1.29719,1.30217,1.29257,1.29324,45862
2012.10.26,1.29325,1.29548,1.28813,1.2938,46816
2012.10.28,1.29404,1.29449,1.29399,1.29412,386
2012.10.29,1.29413,1.29422,1.28839,1.29017,34813
2012.10.30,1.29016,1.2982,1.28846,1.29613,35976
2012.10.31,1.29614,1.30193,1.29452,1.29554,43595
2012.11.01,1.29553,1.29811,1.29234,1.29411,38330
2012.11.02,1.2941,1.29493,1.282,1.28345,47656
2012.11.05,1.28171,1.28411,1.2766,1.27943,43066
2012.11.06,1.27942,1.28251,1.27622,1.28129,48186
2012.11.07,1.28128,1.28748,1.27351,1.27701,68211
2012.11.08,1.277,1.27793,1.27158,1.27464,52020
2012.11.09,1.27463,1.27887,1.26886,1.27125,55654
2012.11.12,1.27114,1.27376,1.26962,1.27082,38018
2012.11.13,1.27083,1.27268,1.26602,1.27026,55061
2012.11.14,1.27025,1.27653,1.26991,1.27342,52868
2012.11.15,1.27343,1.28004,1.27161,1.27796,50506
2012.11.16,1.27795,1.27831,1.26892,1.27409,48351
2012.11.19,1.27481,1.28183,1.2739,1.28118,45173
2012.11.20,1.2812,1.28281,1.27635,1.28154,52723
2012.11.21,1.28155,1.28319,1.27351,1.28276,50423
2012.11.22,1.28274,1.28974,1.28249,1.2882,42073
2012.11.23,1.28819,1.29889,1.28672,1.29731,41689
2012.11.26,1.29666,1.29831,1.29428,1.29706,44055
2012.11.27,1.29705,1.30074,1.29142,1.29413,56090
2012.11.28,1.29412,1.29533,1.28787,1.2951,53664
2012.11.29,1.29509,1.30124,1.29379,1.2977,48300
2012.11.30,1.29773,1.30262,1.29669,1.29848,53592
2012.12.03,1.29819,1.30743,1.29819,1.30517,47384
2012.12.04,1.30516,1.31067,1.30446,1.30926,48443
2012.12.05,1.30928,1.31241,1.30589,1.30655,46849
2012.12.06,1.30656,1.30851,1.29491,1.29663,51983
2012.12.07,1.29666,1.29712,1.28757,1.29255,47155
2012.12.10,1.28884,1.2945,1.28846,1.29394,43279
2012.12.11,1.29395,1.30134,1.29275,1.30042,44492
2012.12.12,1.30041,1.30959,1.29944,1.30722,45339
2012.12.13,1.30721,1.30988,1.30397,1.30756,43220
2012.12.14,1.30757,1.31714,1.30651,1.31606,46155
2012.12.17,1.31684,1.31866,1.31429,1.31622,45282
2012.12.18,1.31624,1.32368,1.31543,1.32273,40661
2012.12.19,1.32274,1.33068,1.32217,1.32252,48938
2012.12.20,1.32251,1.32937,1.31878,1.32429,50738
2012.12.21,1.3243,1.32512,1.31572,1.31864,57582
2012.12.24,1.31738,1.32322,1.317,1.31843,31912
2012.12.25,1.31853,1.31853,1.31853,1.31853,1
2012.12.26,1.31809,1.32528,1.31691,1.32229,28855
2012.12.27,1.3223,1.32822,1.32001,1.32349,41610
2012.12.28,1.32346,1.32551,1.31647,1.32151,44165
2012.12.31,1.32128,1.32331,1.31709,1.31904,43387
2013.01.01,1.31855,1.31855,1.31855,1.31855,1
2013.01.02,1.32045,1.32982,1.31555,1.31848,70624
2013.01.03,1.31847,1.31891,1.30454,1.30475,52233
2013.01.04,1.30476,1.30881,1.29962,1.30677,52222
2013.01.07,1.30745,1.3118,1.30155,1.31152,51866
2013.01.08,1.31153,1.31384,1.3055,1.30797,55441
2013.01.09,1.30798,1.30945,1.30356,1.30629,51678
2013.01.10,1.3063,1.32718,1.30374,1.32712,55348
2013.01.11,1.32711,1.33643,1.32471,1.33415,58743
2013.01.14,1.33604,1.34025,1.3335,1.33802,59857
2013.01.15,1.33801,1.33922,1.32627,1.33039,69198
2013.01.16,1.3304,1.33233,1.32554,1.32874,64356
2013.01.17,1.32873,1.33862,1.32687,1.33753,62021
2013.01.18,1.33752,1.33968,1.32791,1.33187,60232
2013.01.21,1.33085,1.33306,1.32987,1.33119,37280
2013.01.22,1.3312,1.33701,1.32657,1.33217,59096
2013.01.23,1.33219,1.33531,1.32633,1.33166,54394
2013.01.24,1.33165,1.33912,1.32848,1.33754,63440
2013.01.25,1.33755,1.34771,1.33482,1.34582,62229
2013.01.28,1.34648,1.34757,1.34233,1.34537,51468
2013.01.29,1.34538,1.34957,1.34131,1.34904,55327
2013.01.30,1.34903,1.3586,1.34808,1.35648,58107
2013.01.31,1.35652,1.35924,1.354,1.35761,52290
