date,tweet_id,tweet_username,tweet_text
2018-12-26 22:39:26+00:00,1078057730403901441,MacroOps,It looks like a big move is coming in the dollar $DXY. Look at how squeezed $EURUSD is against its 200wma (blue line). My L/T bias is to be bullish the dollar but have been expecting a positioning/sentiment washout first. Either way will be paying close attention to the tape! pic.twitter.com/ft9BVp4ODs
2018-12-26 22:39:13+00:00,1078057674288361477,Trading_Jazz,$EURUSD $usdjpy $usdcad $gbpusd $DXY December 27th Support and Resistance price levels. #tradingstrategy #forextrading #forex Also available at http://www.tradingjazzfx.com pic.twitter.com/Esn6KIy7vH
2018-12-26 22:23:49+00:00,1078053800328466432,PaulMLangham,#fx #eurusd Audited 2018 profit 11.5% drawddown 2.96% Year end sale http://www.exacttrading.com/automtaed-trading-london-breakout-expert-advisor/ …
2018-12-26 22:17:59+00:00,1078052331399319552,AxiTrader,"The intense volatility continues on the $EURUSD as it falls from a recent ST high to pull back to a soft support line but in fact, it sits within a large consolidation zone with the MT & LT trend down. #Forex #trading #FX Losses may exceed depositspic.twitter.com/fnJ0k8CeOb"
2018-12-26 21:38:37+00:00,1078042423954010112,ForecastCity,New intraday forecasts for #EURUSD #GBPUSD #AUDUSD #NZDUSD #USDCHF #USDCAD #USDJPY(Free) #EURJPY #GBPJPY are published! #Forex #Money #FX #USD #EUR #GBP #JPY #AUD #NZD #CAD #CHF #Currency #ForexTrading #ForexNEWS #ForexSignals #ForexSignal #ForexTraderhttps://www.forecastcity.com/en/forecasts/Forex/intraday/USDJPY/25028 …
2018-12-26 21:33:30+00:00,1078041137116598275,stevewalker36,"#BTCUSD $BTCUSD was $15k+ when mentioned below #EURUSD $EURUSD example, its now < $4k it is what it is before https://twitter.com/stevewalker36/status/938817475482996736 … afterhttps://twitter.com/stevewalker36/status/938817999552831488 …"
2018-12-26 20:35:37+00:00,1078026567106940937,Breaking24Seven,"Dollar rallies amid relief about Mnuchin, Powell $forex #markets $EURUSD $GBPUSD $USDJPY $USDCHF https://www.breakingthenews.net/dollar-rallies-amid-relief-about-mnuchin-powell/news/details/46198001 …"
2018-12-26 20:29:24+00:00,1078025006117015561,Marc_Hav,$EURUSD aargh long again 1.1348 ... direction should still be up https://twitter.com/Marc_Hav/status/1077906326250971141 …
2018-12-26 20:19:15+00:00,1078022448400994305,GoldmanStrategy,Sell to Open $EURUSD #Live #DayTrading #News Trading strategy available @Collective2 #Forex #ForexSignals #ForexTrading #USD #EURUSD #BigData #Analyticshttp://bit.ly/2Sj1buA
2018-12-26 19:39:35+00:00,1078012468478312453,FreeFXSignals1,#EURAUD Enter Sell 1.6086 @S/L 1.6170 @T/P 1.5970 #forex #forexsignals #forextrading #EURUSD #Forex_Signals
2018-12-26 19:03:51+00:00,1078003473436807168,HenrikZeberg,#EURUSD and #XAUUSD developments this afternoon may be of very high importance #HZupdates
2018-12-26 18:19:02+00:00,1077992198875037696,FreeFXSignals1,#forex #forexsignals #forextrading #EURUSD #EURJPY Enter Sell 126.03 @S/L 127.00 @T/P 124.60
2018-12-26 18:02:31+00:00,1077988038184239104,ElliottForecast,$EURUSD 1.1306-1.1275 it is a bouncing area and where the $USDJPY can turn lower again. #elliottwave Very Technical and clear Market.
2018-12-26 16:21:29+00:00,1077962614364360704,kerberos007,"I don't get this picture. $SPX up $DXY up $USDJPY up $EURUSD up $XAUUSD up huge $USOil up #BitCoin up. So, POTUS was right last night... urging people to BTFD on everything. People listen"
2018-12-26 15:19:35+00:00,1077947038334156800,forexprofitway1,Download Price Sound Bands Free Forex Mt4 Indicator - http://forexprofitway.tumblr.com/181429722019 #forex #fx #finance #EURUSD pic.twitter.com/tminEaAa0x
2018-12-26 14:17:35+00:00,1077931433988116480,windsorbrokers,EURUSD prints fresh session low at 1.1375. #forex #EUR #USDpic.twitter.com/LiHVTo9Jmo
2018-12-26 11:53:36+00:00,1077895200402493440,Francesc_Forex,"Citibank: #EUR: Italy weaker data near term may pose headwins, but bullish medium-term. #euro #EURUSD $EURUSD #forex #fx #currenciespic.twitter.com/NsJHIDvOZK"
2018-12-26 05:06:16+00:00,1077792689599467520,cosmos4unet,#EURUSD sell signal on 26 DEC 2018 05:00 AM UTC by AdMACD Trading System (Timef http://www.cosmos4u.net/index.php/forex/eurusd/eurusd-sell-signal-26-dec-2018-05-00-am-utc-by-admacd-trading-system-timeframe-h1 … #Forex #AdMACDpic.twitter.com/VkRjKnAXsT
2018-12-25 20:59:00+00:00,1077670064747433985,Karol34279172,Some opening levels one hour before #forex opens: #usdjpy 110.031 #eurusd 1.1421 #gbpusd 1.2683 #audusd 0.7036 #usdcad 1.4079
2018-12-25 19:28:51+00:00,1077647378574950401,Marc_Hav,$EURUSD Monthly I still love this chart pic.twitter.com/f79CnhwlG1
2018-12-25 17:26:00+00:00,1077616462498615296,Daily_Forex,"In 2019, we suspect that there are two major things that the markets are going to be focusing on. Find out what they are here: http://bit.ly/2RYcUyd #EURUSD #Forex #Markets #Forecast #Predictions #NewYear2019 #Trade #FX #Money #Profitpic.twitter.com/O0tAkvwi98"
2018-12-25 08:21:42+00:00,1077479485807738880,RafKadian,FX20: + 307% for the year with leverage max 30 #eurusd #gbpusd #gbpjpy #eurjpy #AUDUD #usdchf #NZDUSD #EURAUD #AUDJPY #USDJPY #USDCAD #CADJPY #forex #cfd #stocks #trading advisory ADSS Trading Support Team 24 Hrs. #TradingYourWay #FX #Cryptocurrencies @ADSSGROUP #OREX
2018-12-25 07:55:15+00:00,1077472827362529280,PaulMLangham,#eurusd wishing all my Twitter and trader friends and followers a very Merry Christmas. A nice wreath and a few cakes to be going in with!! pic.twitter.com/j7eI3uBILN
2018-12-24 22:44:41+00:00,1077334275689799680,MysteryTrader99,$EURUSD Weekly: #EURUSD ascending triangle continuing to play out. Clearly visible why euro is facing lot of resistance here (both upper triangle TL & 13MA resistance holding #Euro back for now). MACD indicating potential bullish advance though #EUR #FX #FOREX $EUR pic.twitter.com/DPFovhuK8q
2018-12-24 19:19:37+00:00,1077282668662935552,thefinancialfor,Your #Xmas time for your moment with the financial markets is now! All the Daily and Intraday outlooks updated for #forex and #crytocurrencies and be prepare for the next move https://thefinancialforecast.com/on-demand/ #eurusd #gbpusd #usdjpy #bitcoin #ripple #btcusd #xrpusdpic.twitter.com/IqZfpb0595
2018-12-24 16:49:35+00:00,1077244911668416512,Breaking24Seven,Mnuchin called bankers preemptively – source $EURUSD $GBPUSD $USDJPY $USDCNH $USDCHF #StockMarket #banks https://www.breakingthenews.net/mnuchin-called-bankers-preemptively-source/news/details/46185082 …
2018-12-24 15:44:38+00:00,1077228566939664385,futuresphantom,"$EURUSD Tell me this chart doesn't look like textbook distribution. Red lines mark distribution zone, grey boxes represent liquidity that is built from the previous 5 impulse legs of last week. Holy grail is way down there, lot's of ground to cover, but attractive pic.twitter.com/JegbwPN8R3"
2018-12-24 15:02:48+00:00,1077218035533078528,EURUSD16,No barrier until 1.1485!! 1. Us treasury secretary trying to save stock markets 2. Trump wants to fire Powell 3. Positive progresses about tradewar #eurusd #euro #dollar #brexit #tradewar #forex #fed #ecb #usdpic.twitter.com/P7NISICmiF
2018-12-24 14:48:39+00:00,1077214475852398594,trader1sz,#eurusd update pic.twitter.com/9y2Z4MwEO1
2018-12-24 14:48:00+00:00,1077214312203255808,trader1sz,just focused on eurusd today...plan from last night pic.twitter.com/d893nSFs2N
2018-12-24 14:24:48+00:00,1077208474491277314,dedicationforex,#Euro Liquidity Fund only getting worse. Softer Credit Creation + Euro term rate likely to be OIS-based. Expecting basis risks between cash and derivatives. Basis risks going to be building into Q1. REAL #Forex trading Retail. #FX #Trader #DayTrader #Markets #EURUSD pic.twitter.com/JlUQTIfoRP
2018-12-24 14:07:06+00:00,1077204022052966400,FXstreetNews,"Wall Street poised to open lower, denting further dollar's demand. http://ow.ly/rDoO30n5RTY #FX #forex #Trading #EURUSD #Forecastpic.twitter.com/OGNXGlnbOj"
2018-12-24 10:46:08+00:00,1077153445189169158,ADMISI_Live,"@EddieTofpik Daily #TechnicalAnalysis on #EURUSD Cable #EURGBP #USDJPY #AUDUSD #NYMEX #WTI #CrudeOil #Futures #FTSE, #DAX, S&P, #Bund & U.S. #Bond Futures #LME 3 Month #Copper & #Aluminium Please ask for more...it's free...here's part of the sound file... https://soundcloud.com/eddie-tofpik/admisi-london-morning-squawk-24-december-2018 …pic.twitter.com/tRmoSrKuBr"
2018-12-24 10:00:03+00:00,1077141846416068609,eFXdata,$EURUSD - Back Into Its Cloud After Gaining Early Traction - https://www.efxdata.com/insights/f4c20b4bf74455eaabf09947f0eb86c6.html …
2018-12-24 09:52:58+00:00,1077140063216123904,FXstreetNews,EUR/USD bulls now eyeing a follow-through up-move beyond 1.1400 handle By @HareshMenghani https://s68mv.app.goo.gl/UHuVm #EURUSD #DollarIndex
2018-12-24 08:22:50+00:00,1077117383117103105,UncleHamza,"#EURUSD Buy now 1,1396 SL @1,1365 TP:- 1,1515"
2018-12-24 07:15:04+00:00,1077100327919177728,AkilStokesRTM,"In todays Trading edge update, I run through some birdseye view analysis from a swing trading perspective on the EURUSD as I explain the bias process that could allow me to enter short this week. via @JasonGraystone https://buff.ly/2SZMA82 #forextradingpic.twitter.com/JqxK4ltP4t"
2018-12-23 04:28:51+00:00,1076696110683602946,fibomagician,"Traders ,everyone who is interested to join our service, can do it now for Free. 14 days Trial link : http://elliottwave-forecast.com/amember/go.php?r=2885&i=l3 … #elliottwave #forex #trading #dax #eurusd #btcusd #gold"
2018-12-21 19:13:33+00:00,1076193978695979015,infamousee,"$350 in just 30min off EURUSD!! It’s crazy to think just on Monday all this was a blur and now I know how do read a chart, find points of support & resistance, and know confidently when to buy or sell pic.twitter.com/X2USLxQSRx"
2018-12-21 18:46:10+00:00,1076187086217195520,SilentTraderFL,#EURUSD - Trade(s) remain active - Taking time off for Holidays. Wishing all who celebrate a #MerryChristmas and a Happy and Prosperous #NewYear! Back Mid-January. #FOREX #forextrading
2018-12-21 18:36:54+00:00,1076184754968506368,TradersCom,"University of Michigan final December #Consumer Sentiment 98.3 vs 97.4 expected, prior 97.5 Current conditions 116.1 v 115.2 prior Expectations 87.0 v 86.1 prior 1-yr #inflation +2.7% v +2.7% prior 5-10 yr inflation 2.5% v 2.4% prior $SPX $ES_F $EURUSD https://traderscommunity.com/index.php/market-talk/1253-market-weekly-dec-17-dec-23-2018 …pic.twitter.com/UfzitV1vSW"
2018-12-21 16:17:54+00:00,1076149771667148801,forexanalytix,"$EURUSD If you missed today's FACE webinar live, here is the recording link: http://bit.ly/2S9oIhg #FOREX#TRADING @ForexStopHunter @Vulgi @PipCzar @forexanalytix @bbki2611 @GregaHorvatFX @Trading_Jazz @amanda57a @jp3911 @spz_traderpic.twitter.com/j4ifqTTU3U"
2018-12-21 15:58:21+00:00,1076144855120859137,Marc_Hav,$EURUSD 1.18 still possible this year... ;-) https://twitter.com/Marc_Hav/status/1076112709853298689 …
2018-12-21 15:30:10+00:00,1076137762556850176,forexflowlive,Are we preparing the (possibly last big) fixing again? #EUR is selling off same as yesterday.: EURUSD broken through 1.1400 taking all crosses with it. EURJPY back down to 126.65. But the gainer here is CAD with WTI creeping back higher. EURCAD 1.5400 from 1.5460 in minutes
2018-12-21 15:02:38+00:00,1076130831687651328,JStanleyFX,EUR/USD Drops from Resistance Zone as USD Bounces from Monthly Lows https://www.dailyfx.com/forex/fundamental/daily_briefing/session_briefing/daily_fundamentals/2018/12/21/eurusd-price-drops-from-chart-resistance-usd-bounce-lows-outlook-forecast-srepstans.html … $USD $EURUSD $USDJPY $USDCADpic.twitter.com/eEX5G5bEHT
2018-12-21 14:26:03+00:00,1076121627249627136,29kforex,US FED hiked rates and signed for slow phase of hike in 2019. We are seeing a good opportunity in buying EURUSD from the current level for the target of 1.1550 with tight stop loss of 30 points. #29kFx #EURUSD #forex
2018-12-21 14:24:34+00:00,1076121249930186752,ferrantefx,$EURUSD buy above 1437 sell below 1384 #forextrading #forex #eurusd
2018-12-21 14:10:02+00:00,1076117595508563968,fr_tradingview,#EURUSD - EUR USD Rebond vers une baisse possible - TradingView - https://fr.tradingview.com/chart/EURUSD/hq395EfH/ …
2018-12-21 13:50:37+00:00,1076112709853298689,Marc_Hav,"When in doubt, buy $EURUSD"
2018-12-21 13:40:05+00:00,1076110059254530048,DailyFX,#EURUSD 1.1300 – 1.1500 trading range in place since mid-October remains in place and should hold over the coming days as turnover fades lower. Get your complete analysis from @nickcawley1 here: https://bit.ly/2R9GhAv #Currenciespic.twitter.com/OnjqnZEFaf
2018-12-21 12:41:53+00:00,1076095409939009537,Danske_Research,Our year-end EUR/USD chart: past 10Y experience suggests never rely on FX fwds for spot hints - rather look to analysts (though 2018 was not the best forecasting year for us and others...) What to expect in 2019? More upside than fwds suggest: we target 1.25 in 12M. #FX #EURUSD pic.twitter.com/Y4mBeGmRTH
2018-12-21 11:47:41+00:00,1076081769659666437,lunatictrader1,Buy signal for $EURUSD and Bitcoin. More stocks: https://www.reversallevels.com/2018/12/rl-for-dec-21.html … $SPY $GLDpic.twitter.com/ZWqaBg2uvW
